costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,conm,cusip,cik,exchg,fyr,at
A,USD,STD,BANK,C,MYFW,2019-12-31,033704,FIRST WSTRN FINNCIL INC,33751L105,0001327607,14,12,1251.6820
A,USD,STD,BANK,C,AMTB,2019-12-31,033999,AMERANT BANCORP INC,023576101,0001734342,11,12,7985.3990
A,USD,STD,BANK,C,BSVN,2019-12-31,034132,BANK7 CORP,06652N107,0001746129,14,12,866.3920
A,USD,STD,BANK,C,CBNK,2019-12-31,034189,CAPITAL BANCORP INC,139737100,0001419536,14,12,1428.4950
A,USD,STD,BANK,C,RBKB,2019-12-31,034338,RHINEBECK BANCORP INC,762093201,0001751783,14,12,973.9460
A,USD,STD,BANK,C,SICP,2019-12-31,034446,SILVERGATE CAPITAL CORP,82837P408,0001312109,19,12,2128.1270
A,USD,STD,BANK,C,BCOW,2019-12-31,034618,1895 BANCORP OF WISCONSN INC,28253R105,0001847360,19,12,428.0090
A,USD,STD,BANK,C,FSEA,2019-12-31,034937,FIRST SEACOAST BANCORP INC,33631F104,0001943802,14,12,409.4930
A,USD,STD,BANK,C,RMBI,2019-12-31,034938,RICHMOND MUTUAL BANCO INC,76525P100,0001767837,14,12,986.0420
A,USD,STD,BANK,C,RRBI,2019-12-31,035078,RED RIVER BANCSHARES INC,75686R202,0001071236,14,12,1988.2250
A,USD,STD,BANK,C,SPFI,2019-12-31,035101,SOUTH PLAINS FINANCIAL INC,83946P107,0001163668,14,12,3237.1670
A,USD,STD,BANK,C,BSBK,2019-12-31,035646,BOGOTA FINANCIAL CORP,097235105,0001787414,14,12,766.6120
A,USD,STD,BANK,C,HBT,2019-12-31,035759,HBT FINANCIAL INC,404111106,0000775215,14,12,3245.1030
A,USD,STD,BANK,C,EBC,2019-12-31,036633,EASTERN BANKSHARES INC,27627N105,0001810546,14,12,11628.7750
A,USD,STD,BANK,C,FSBC,2019-12-31,038634,FIVE STAR BANCORP,33830T103,0001275168,14,12,1479.8590
A,USD,STD,BANK,C,TCBS,2019-12-31,038755,TEXAS COMMUNITY BANCSHAR INC,88231Q108,0001849466,14,12,267.5590
A,USD,STD,BANK,C,USCB,2019-12-31,039322,USCB FINANCIAL HOLDINGS INC,90355N101,0001901637,14,12,1312.2720
A,USD,STD,BANK,C,CLST,2019-12-31,039376,CATALYST BANCORP INC,14888L101,0001849867,14,12,218.4990
A,USD,STD,BANK,C,NU,2019-12-31,039997,NU HOLDINGS LTD,G6683N103,0001691493,11,12,6760.0340
A,USD,STD,BANK,C,NIDB,2019-12-31,060938,NORTHEAST INDIANA BANCORP,664196201,0000942898,19,12,353.9240
A,USD,STD,BANK,C,GTPS,2019-12-31,060953,GREAT AMERICAN BANCORP INC,38982K107,0000943064,19,12,172.6780
A,USD,STD,BANK,C,BNCC,2019-12-31,060990,BNCCORP INC,055936108,0000945434,19,12,966.7500
A,USD,STD,BANK,C,AUBN,2019-12-31,061055,AUBURN NATIONAL BANCORP,050473107,0000750574,14,12,827.8790
A,USD,STD,BANK,C,CIB,2019-12-31,061067,GRUPO CIBEST SA,40090E106,0002058897,11,12,71936.0480
A,USD,STD,BANK,C,BAP,2019-12-31,061452,CREDICORP LTD,G2519Y108,0001001290,11,12,56711.9980
A,USD,STD,BANK,C,BANR,2019-12-31,061487,BANNER CORP,06652V208,0000946673,14,12,12604.0310
A,USD,STD,BANK,C,SOMC,2019-12-31,061796,SOUTHERN MICH BANCORP INC,84336P103,0000703699,19,12,809.7160
A,USD,STD,BANK,C,BYFC,2019-12-31,061815,BROADWAY FINANCIAL CORP/DE,111444709,0001001171,14,12,440.3690
A,USD,STD,BANK,C,PBHC,2019-12-31,062123,PATHFINDER BANCORP INC,70319R109,0001609065,14,12,1093.8070
A,USD,STD,BANK,C,PLBC,2019-12-31,062139,PLUMAS BANCORP,729273102,0001168455,14,12,865.1910
A,USD,STD,BANK,C,UNTY,2019-12-31,062243,UNITY BANCORP INC,913290102,0000920427,14,12,1718.9420
A,USD,STD,BANK,C,MLGF,2019-12-31,062315,MALAGA FINANCIAL CORP,561046103,,19,12,1248.2100
A,USD,STD,BANK,C,FNRN,2019-12-31,062365,FIRST NORTHN CMNTY BANCORP,335925103,0001114927,14,12,1292.5910
A,USD,STD,BANK,C,AMFC,2019-12-31,062527,AMB FINANCIAL CORP,001984103,0000915393,19,12,228.5780
A,USD,STD,BANK,C,SBSI,2019-12-31,062979,SOUTHSIDE BANCSHARES INC,84470P109,0000705432,11,12,6748.9130
A,USD,STD,BANK,C,SBFG,2019-12-31,063058,SB FINANCIAL GROUP INC,78408D105,0000767405,14,12,1038.5770
A,USD,STD,BANK,C,DCOM,2019-12-31,063135,DIME COMMERCIAL BANCSHRS INC,25432X102,0000846617,11,12,6354.4600
A,USD,STD,BANK,C,CWBC,2019-12-31,063224,COMMUNITY WEST BANCSHARES,203937107,0001127371,14,12,1596.7550
A,USD,STD,BANK,C,OCFC,2019-12-31,063232,OCEANFIRST FINANCIAL CORP,675234108,0001004702,14,12,8246.1450
A,USD,STD,BANK,C,CPKF,2019-12-31,063272,CHESAPEAKE FINL SHARES INC,16517A109,0000847538,19,12,958.3060
A,USD,STD,BANK,C,CHBH,2019-12-31,063402,CROGHAN BANCSHARES INC,227072105,0000887149,19,12,876.7920
A,USD,STD,BANK,C,BKRIY,2019-12-31,063590,BANK OF IRELAND GROUP PLC,06279J109,0001715773,19,12,147996.8180
A,USD,STD,BANK,C,ONIT,2019-12-31,063639,ONITY GROUP INC,675746606,0000873860,11,12,10406.1990
A,USD,STD,BANK,C,HFBK,2019-12-31,063721,HARFORD BANK ABERDEEN/MD,412479107,0001484737,19,12,377.2880
A,USD,STD,BANK,C,WTBA,2019-12-31,063725,WEST BANCORPORATION INC,95123P106,0001166928,14,12,2473.6910
A,USD,STD,BANK,C,WTFC,2019-12-31,063781,WINTRUST FINANCIAL CORP,97650W108,0001015328,14,12,36620.5830
A,USD,STD,BANK,C,SSB,2019-12-31,064547,SOUTH STATE BANK CORP,84472E102,0000764038,11,12,15921.0920
A,USD,STD,BANK,C,SBNC,2019-12-31,064628,SOUTHERN BANCSHARES NC INC,842243107,0000703904,19,12,3024.2650
A,USD,STD,BANK,C,JFBC,2019-12-31,064784,JEFFERSONVILLE BANCORP,47559A103,0000874495,19,12,511.5980
A,USD,STD,BANK,C,UCB,2019-12-31,064794,UNITED COMMUNITY BANKS INC,90984P303,0000857855,11,12,12916.0160
A,USD,STD,BANK,C,GLBZ,2019-12-31,065050,GLEN BURNIE BANCORP,377407101,0000890066,19,12,384.9420
A,USD,STD,BANK,C,OZK,2019-12-31,065106,BANK OZK,06417N103,0001569650,14,12,23555.7280
A,USD,STD,BANK,C,PPBN,2019-12-31,065136,PINNACLE BANKSHARES CORP,72345E102,0001031233,19,12,500.5300
A,USD,STD,BANK,C,COLB,2019-12-31,065228,COLUMBIA BANKING SYSTEM INC,197236102,0000887343,14,12,28846.8090
A,USD,STD,BANK,C,TRCY,2019-12-31,065230,TRI CITY BANKSHARES CORP,895364107,0000313337,19,12,1466.8000
A,USD,STD,BANK,C,CAC,2019-12-31,065548,CAMDEN NATIONAL CORP,133034108,0000750686,14,12,4429.5210
A,USD,STD,BANK,C,MBWM,2019-12-31,065689,MERCANTILE BANK CORP,587376104,0001042729,14,12,3632.9150
A,USD,STD,BANK,C,CSBB,2019-12-31,065924,CSB BANCORP INC/OH,12628R107,0000880417,19,12,818.6830
A,USD,STD,BANK,C,CFFI,2019-12-31,065958,C&F FINANCIAL CORP,12466Q104,0000913341,14,12,1657.4320
A,USD,STD,BANK,C,NWFL,2019-12-31,066155,NORWOOD FINANCIAL CORP,669549107,0001013272,14,12,1230.6100
A,USD,STD,BANK,C,OVLY,2019-12-31,066158,OAK VALLEY BANCORP,671807105,0001431567,14,12,1147.7850
A,USD,STD,BANK,C,KISB,2019-12-31,066201,KISH BANCORP INC,49771A101,0000803742,19,12,918.3090
A,USD,STD,BANK,C,LCNB,2019-12-31,066210,LCNB CORP,50181P100,0001074902,14,12,1639.3080
A,USD,STD,BANK,C,HOPE,2019-12-31,066235,HOPE BANCORP INC,43940T109,0001128361,14,12,15667.4400
A,USD,STD,BANK,C,HFWA,2019-12-31,066285,HERITAGE FINANCIAL CORP,42722X106,0001046025,14,12,5552.9700
A,USD,STD,BANK,C,MPB,2019-12-31,066288,MID PENN BANCORP INC,59540G107,0000879635,14,12,2231.1750
A,USD,STD,BANK,C,FXNC,2019-12-31,066355,FIRST NATIONAL CORP/VA,32106V107,0000719402,14,12,800.0480
A,USD,STD,BANK,C,PFIS,2019-12-31,066394,PEOPLES FINANCIAL SERVICES,711040105,0001056943,14,12,2475.3270
A,USD,STD,BANK,C,COFS,2019-12-31,066453,CHOICEONE FINANCIAL SERVICES,170386106,0000803164,14,12,1386.1280
A,USD,STD,BANK,C,CBAN,2019-12-31,066504,COLONY BANKCORP INC,19623P101,0000711669,11,12,1515.3130
A,USD,STD,BANK,C,FUSB,2019-12-31,066597,FIRST US BANCSHARES INC,33744V103,0000717806,14,12,788.7380
A,USD,STD,BANK,C,BSRR,2019-12-31,105538,SIERRA BANCORP/CA,82620P102,0001130144,14,12,2593.8190
A,USD,STD,BANK,C,BCS1,2019-12-31,105547,BARCLAYS BANK PLC,06738F003,0000312070,0,12,1161064.0000
A,USD,STD,BANK,C,BRBS,2019-12-31,105616,BLUE RIDGE BANKSHARES INC,095825105,0000842717,12,12,960.8110
A,USD,STD,BANK,C,FMBM,2019-12-31,106373,F & M BANK CORP,30237P106,0000740806,19,12,813.9990
A,USD,STD,BANK,C,NODB,2019-12-31,107629,NORTH DALLAS BANK & TRUST CO,659012108,,19,12,1307.7620
A,USD,STD,BANK,C,FNWD,2019-12-31,107644,FINWARD BANCORP,31812F109,0000919864,14,12,1328.7220
A,USD,STD,BANK,C,PGC,2019-12-31,107817,PEAPACK-GLADSTONE FINAN CORP,704699107,0001050743,14,12,5182.8790
A,USD,STD,BANK,C,UBOH,2019-12-31,108664,UNITED BANCSHARES INC/OH,909458101,0001087456,19,12,880.0140
A,USD,STD,BANK,C,FGBI,2019-12-31,108979,FIRST GUARANTY BANCSHARES,32043P106,0001408534,14,12,2117.2160
A,USD,STD,BANK,C,PFBC,2019-12-31,109183,PREFERRED BANK LOS ANGELES,740367404,0001492165,14,12,4628.4810
A,USD,STD,BANK,C,ORPB,2019-12-31,109198,OREGON PACIFIC BANCORP,686040205,0001216128,19,12,364.1880
A,USD,STD,BANK,C,SFDL,2019-12-31,109981,SECURITY FEDERAL CORP,813903101,0000818677,19,12,963.2280
A,USD,STD,BANK,C,PTBS,2019-12-31,110103,POTOMAC BANCSHARES INC,737643106,0000925173,19,12,515.7860
A,USD,STD,BANK,C,FGFH,2019-12-31,110243,FORESIGHT FINANCIAL GROUP,345526107,0000786298,19,12,1213.5880
A,USD,STD,BANK,C,CZBC,2019-12-31,110940,CITIZENS BANCORP/OR,172950107,0001048575,19,12,790.1790
A,USD,STD,BANK,C,HWBK,2019-12-31,111179,HAWTHORN BANCSHARES INC,420476103,0000893847,14,12,1492.9620
A,USD,STD,BANK,C,CZBT,2019-12-31,111527,CITIZENS BANCORP VA INC,17316V104,0001277254,19,12,412.0660
A,USD,STD,BANK,C,UNB,2019-12-31,111537,UNION BANKSHARES INC,905400107,0000706863,14,12,872.9120
A,USD,STD,BANK,C,TYCB,2019-12-31,111675,TAYLOR CALVIN B BANKSHARES,876838103,0001003986,19,12,548.0040
A,USD,STD,BANK,C,EGBN,2019-12-31,111721,EAGLE BANCORP INC/MD,268948106,0001050441,14,12,8988.7190
A,USD,STD,BANK,C,ORRF,2019-12-31,111819,ORRSTOWN FINANCIAL SVCS INC,687380105,0000826154,14,12,2383.2740
A,USD,STD,BANK,C,PBCO,2019-12-31,111872,PBCO FINANCIAL CORP,69317J101,0001918379,19,12,370.1740
A,USD,STD,BANK,C,FNLC,2019-12-31,111940,FIRST BANCORP INC/ME,31866P102,0000765207,14,12,2068.7960
A,USD,STD,BANK,C,SLBK,2019-12-31,112159,SKYLINE BANKSHARES INC,70153X105,0001657642,19,12,706.2900
A,USD,STD,BANK,C,PFBX,2019-12-31,112254,PEOPLES FINANCIAL CORP/MS,71103B102,0000770460,19,12,594.7020
A,USD,STD,BANK,C,FCCO,2019-12-31,112295,FIRST COMMUNITY CORP/SC,319835104,0000932781,14,12,1170.2790
A,USD,STD,BANK,C,HBIA,2019-12-31,112542,HILLS BANCORPORATION,431643105,0000732417,19,12,3300.8870
A,USD,STD,BANK,C,FMAO,2019-12-31,112572,FARMERS & MERCHANTS BCP/OH,30779N105,0000792966,14,12,1607.3300
A,USD,STD,BANK,C,RBCAA,2019-12-31,112721,REPUBLIC BANCORP INC/KY,760281204,0000921557,14,12,5620.3190
A,USD,STD,BANK,C,UWHR,2019-12-31,113339,UWHARRIE CAPITAL CORP,918183104,0000898171,19,12,656.7930
A,USD,STD,BANK,C,FNFI,2019-12-31,115516,FIRST NILES FINANCIAL INC,33582N106,0001065823,19,12,100.0850
A,USD,STD,BANK,C,PB,2019-12-31,115876,PROSPERITY BANCSHARES INC,743606105,0001068851,11,12,32185.7080
A,USD,STD,BANK,C,VABK,2019-12-31,115960,VIRGINIA NATIONAL BANKSHARES,928031103,0001572334,14,12,702.6270
A,USD,STD,BANK,C,OBT,2019-12-31,116675,ORANGE COUNTY BANCORP INC,68417L107,0001754226,14,12,1228.4300
A,USD,STD,BANK,C,CFBK,2019-12-31,117018,CF BANKSHARES INC,12520L109,0001070680,14,12,880.5450
A,USD,STD,BANK,C,FCAP,2019-12-31,117034,FIRST CAPITAL INC,31942S104,0001070296,14,12,827.4960
A,USD,STD,BANK,C,EFSC,2019-12-31,117141,ENTERPRISE FINL SERVICES CP,293712105,0001025835,14,12,7333.7910
A,USD,STD,BANK,C,MSBC,2019-12-31,117845,MISSION BANCORP/CA,605015106,0001169483,19,12,850.0100
A,USD,STD,BANK,C,EWBC,2019-12-31,118042,EAST WEST BANCORP INC,27579R104,0001069157,14,12,44196.0960
A,USD,STD,BANK,C,ALBY,2019-12-31,119014,COMMUNITY CAPITAL BANCSHARES,203634407,0001074369,19,12,195.6370
A,USD,STD,BANK,C,CZBS,2019-12-31,120038,CITIZENS BANCSHARES CORP,173168105,0000813640,19,12,417.8280
A,USD,STD,BANK,C,TOWN,2019-12-31,120318,TOWNEBANK,89214P109,,14,12,11947.6630
A,USD,STD,BANK,C,AMBZ,2019-12-31,121073,AMERICAN BUSINESS BANK/CA,02475L105,,19,12,2401.9110
A,USD,STD,BANK,C,FISI,2019-12-31,121713,FINANCIAL INSTITUTIONS INC,317585404,0000862831,14,12,4384.1780
A,USD,STD,BANK,C,KTHN,2019-12-31,124597,KATAHDIN BANKSHARES CORP,485835102,0000794272,19,12,850.9090
A,USD,STD,BANK,C,CIZN,2019-12-31,125234,CITIZENS HOLDING CO,174715102,0001075706,19,12,1195.4340
A,USD,STD,BANK,C,JDVB,2019-12-31,125375,JD BANCSHARES INC,46591R108,0000866643,19,12,885.0490
A,USD,STD,BANK,C,SFST,2019-12-31,125580,SOUTHERN FIRST BANKSHARES,842873101,0001090009,14,12,2267.1950
A,USD,STD,BANK,C,PSBQ,2019-12-31,128039,PSB HOLDINGS INC/WI,69360N108,0000948368,19,12,974.8930
A,USD,STD,BANK,C,EBMT,2019-12-31,133764,EAGLE BANCORP MONTANA INC,26942G100,0001478454,14,12,1054.2600
A,USD,STD,BANK,C,BANC,2019-12-31,136265,BANC OF CALIFORNIA INC,05990K106,0001169770,11,12,26770.8060
A,USD,STD,BANK,C,BOTJ,2019-12-31,136844,BANK OF THE JAMES FINANCIAL,470299108,0001275101,14,12,725.3940
A,USD,STD,BANK,C,AMBK,2019-12-31,137370,AMERICAN BANK INC/PA,024343105,0001163747,19,12,641.5520
A,USD,STD,BANK,C,GGAL,2019-12-31,137944,GRUPO FINANCIERO GALICIA SA,399909100,0001114700,14,12,11449.2230
A,USD,STD,BANK,C,BKGM,2019-12-31,138541,BANKGUAM HOLDING CO,06644A205,0001527383,19,12,1953.0620
A,USD,STD,BANK,C,PNFP,2019-12-31,139025,PINNACLE FINL PARTNERS INC,72348N109,0002082866,11,12,27805.4960
A,USD,STD,BANK,C,PFLC,2019-12-31,141667,PACIFIC FINANCIAL CORP,694275108,0001093728,19,12,929.4140
A,USD,STD,BANK,C,SHBI,2019-12-31,143153,SHORE BANCSHARES INC,825107105,0001035092,14,12,1559.2350
A,USD,STD,BANK,C,MVBF,2019-12-31,144122,MVB FINANCIAL CORP,553810102,0001277902,14,12,1944.1140
A,USD,STD,BANK,C,FOTB,2019-12-31,146091,FIRST OTTAWA BANCSHARES INC,335876108,0001099668,19,12,453.1550
A,USD,STD,BANK,C,WNEB,2019-12-31,146607,WESTERN NEW ENG BANCORP INC,958892101,0001157647,14,12,2181.4760
A,USD,STD,BANK,C,BCBP,2019-12-31,147312,BCB BANCORP INC,055298103,0001228454,14,12,2907.4680
A,USD,STD,BANK,C,ORBN,2019-12-31,147690,OREGON BANCORP INC/OR,685795106,,19,12,269.4820
A,USD,STD,BANK,C,CNND,2019-12-31,148669,CANANDAIGUA NATIONAL CORP,137143103,0000759458,19,12,3015.6650
A,USD,STD,BANK,C,PFS,2019-12-31,150279,PROVIDENT FINANCIAL SVCS INC,74386T105,0001178970,11,12,9808.5780
A,USD,STD,BANK,C,TCBI,2019-12-31,150306,TEXAS CAPITAL BANCSHARES INC,88224Q107,0001077428,14,12,32548.0690
A,USD,STD,BANK,C,BFC,2019-12-31,150803,BANK FIRST CORP,06211J100,0001746109,14,12,2210.1680
A,USD,STD,BANK,C,PKBK,2019-12-31,151544,PARKE BANCORP INC,700885106,0001315399,14,12,1681.1600
A,USD,STD,BANK,C,EFSI,2019-12-31,153616,EAGLE FINANCIAL SERVICES INC,26951R104,0000880641,14,12,877.3200
A,USD,STD,BANK,C,OPHC,2019-12-31,153895,OPTIMUMBANK HOLDINGS INC,68401P403,0001288855,12,12,126.7480
A,USD,STD,BANK,C,BORT,2019-12-31,154499,BANK OF BOTETOURT BUCHANAN,063907208,0001172229,19,12,491.6600
A,USD,STD,BANK,C,ISBA,2019-12-31,157307,ISABELLA BANK CORP,464214105,0000842517,14,12,1814.1980
A,USD,STD,BANK,C,PCB,2019-12-31,157498,PCB BANCORP,69320M109,0001423869,14,12,1746.3280
A,USD,STD,BANK,C,BKOR,2019-12-31,158313,OAK RIDGE FINANCIAL SERVICES,671768109,0001398006,19,12,475.7060
A,USD,STD,BANK,C,TBBK,2019-12-31,158587,BANCORP INC,05969A105,0001295401,14,12,5656.9630
A,USD,STD,BANK,C,BWFG,2019-12-31,160423,BANKWELL FINANCIAL GROUP INC,06654A103,0001505732,14,12,1882.1820
A,USD,STD,BANK,C,AVBH,2019-12-31,160753,AVIDBANK HOLDINGS INC,05368J103,0001443575,14,12,1131.5570
A,USD,STD,BANK,C,TDCB,2019-12-31,160788,THIRD CENTURY BANCORP,884120106,0001282847,19,12,176.0680
A,USD,STD,BANK,C,BCML,2019-12-31,161023,BAYCOM CORP,07272M107,0001730984,14,12,1994.1770
A,USD,STD,BANK,C,FDVA,2019-12-31,161793,FREEDOM FINANCIAL HLDNGS INC,35638J104,0001896119,19,12,500.3930
A,USD,STD,BANK,C,PVBK,2019-12-31,161940,PACIFIC VALLEY BANCORP,69503T103,,19,12,351.0000
A,USD,STD,BANK,C,INBK,2019-12-31,162293,FIRST INTERNET BANCORP,320557101,0001562463,14,12,4100.0830
A,USD,STD,BANK,C,BCAL,2019-12-31,162307,CALIFORNIA BANCRP,84252A106,0001795815,14,12,830.1860
A,USD,STD,BANK,C,OTTW,2019-12-31,163667,OTTAWA BANCORP INC,689195105,0001675192,19,12,300.5320
A,USD,STD,BANK,C,WAL,2019-12-31,163920,WESTERN ALLIANCE BANCORP,957638109,0001212545,11,12,26821.9480
A,USD,STD,BANK,C,WSBF,2019-12-31,164365,WATERSTONE FINANCIAL INC,94188P101,0001569994,14,12,1996.3470
A,USD,STD,BANK,C,OPBK,2019-12-31,164395,OP BANCORP,67109R109,0001722010,14,12,1179.5200
A,USD,STD,BANK,C,HOMB,2019-12-31,164633,HOME BANCSHARES INC,436893200,0001331520,11,12,15032.0470
A,USD,STD,BANK,C,MNSB,2019-12-31,164724,MAINSTREET BANCSHARES INC,56064Y100,0001693577,14,12,1277.3580
A,USD,STD,BANK,C,LFGP,2019-12-31,164934,LEDYARD FINANCIAL GROUP INC,523338101,0001415716,19,12,500.3910
A,USD,STD,BANK,C,FBIZ,2019-12-31,165284,FIRST BUSINESS FINL SRV INC,319390100,0001521951,14,12,2096.7790
A,USD,STD,BANK,C,SSBI,2019-12-31,165630,SUMMIT STATE BANK,866264203,,14,12,695.9780
A,USD,STD,BANK,C,LSBK,2019-12-31,166197,LAKE SHORE BANCORP INC,510704109,0001341318,14,12,610.8690
A,USD,STD,BANK,C,FFBB,2019-12-31,166556,FFB BANCORP,20344D104,0001832397,19,12,538.3920
A,USD,STD,BANK,C,CUBI,2019-12-31,170396,CUSTOMERS BANCORP INC,23204G100,0001488813,11,12,11520.7170
A,USD,STD,BANK,C,NECB,2019-12-31,175083,NORTHEAST COMMUNITY BANCORP,664121100,0001847398,14,12,955.1710
A,USD,STD,BANK,C,ARBV,2019-12-31,175449,AMERICAN RIVIERA BANCORP,02933K103,0001916425,19,12,718.9350
A,USD,STD,BANK,C,FRST,2019-12-31,175607,PRIMIS FINANCIAL CORP,74167B109,0001325670,14,12,2722.1700
A,USD,STD,BANK,C,CARE,2019-12-31,176828,CARTER BANKSHARES INC,146103106,0001829576,14,12,4006.1080
A,USD,STD,BANK,C,FRBA,2019-12-31,177009,FIRST BANK,31931U102,,14,12,2011.5870
A,USD,STD,BANK,C,QNTO,2019-12-31,177856,QUAINT OAK BANCORP INC,74732T106,0001391933,19,12,302.5400
A,USD,STD,BANK,C,SFBC,2019-12-31,179234,SOUND FINANCIAL BANCORP INC,83607A100,0001541119,14,12,719.8530
A,USD,STD,BANK,C,EMPK,2019-12-31,179552,EMPIRE BANCORP INC,291617108,0001629659,19,12,978.5750
A,USD,STD,BANK,C,HBCP,2019-12-31,180183,HOME BANCORP INC,43689E107,0001436425,14,12,2200.4650
A,USD,STD,BANK,C,FSBW,2019-12-31,181820,FS BANCORP INC,30263Y104,0001530249,14,12,1713.0560
A,USD,STD,BANK,C,FFMH,2019-12-31,183046,FIRST FARMERS & MERCHANTS CP,320148109,0000703329,19,12,1403.6700
A,USD,STD,BANK,C,CULL,2019-12-31,183663,CULLMAN BANCORP INC,230153108,0001845799,19,12,
A,USD,STD,BANK,C,FIBK,2019-12-31,184167,FIRST INTERSTATE BANCSYSTEM,32055Y201,0000860413,14,12,14644.2000
A,USD,STD,BANK,C,EMYB,2019-12-31,185168,EMBASSY BANCORP INC,290791102,0001449794,19,12,1176.1190
A,USD,STD,BANK,C,BKU,2019-12-31,185824,BANKUNITED INC,06652K103,0001504008,11,12,32871.2930
A,USD,STD,BANK,C,NWPP,2019-12-31,186838,NEW PEOPLES BANKSHARES INC,64801P101,0001163389,19,12,706.3730
A,USD,STD,BANK,C,JMSB,2019-12-31,186890,JOHN MARSHALL BANCORP INC,47805L101,0001710482,14,12,1581.8830
A,USD,STD,BANK,C,MSBI,2019-12-31,187236,MIDLAND STATES BANCORP INC,597742105,0001466026,14,12,6087.0170
A,USD,STD,BANK,C,NBHC,2019-12-31,190963,NATIONAL BANK HLDGS CORP,633707104,0001475841,11,12,5895.5120
A,USD,STD,BANK,C,BMA,2019-12-31,211732,BANCO MACRO SA,05961W105,0001347426,11,12,7436.1910
A,USD,STD,BANK,C,BCH,2019-12-31,241366,BANCO DE CHILE,059520106,0001161125,11,12,54544.7610
A,USD,STD,BANK,C,AVAL,2019-12-31,241388,GRUPO AVAL ACCIONES VALORES,40053W101,0001504764,11,12,84960.2900
A,USD,STD,BANK,C,WF,2019-12-31,252819,WOORI FINANCIAL GROUP INC,981064108,0001264136,11,12,313536.8440
A,USD,STD,BANK,C,ITCLY,2019-12-31,258664,BANCO ITAU CHILE,45033E105,0001276671,19,12,44698.3500
A,USD,STD,BANK,C,NTB,2019-12-31,260751,BANK OF NT BUTTERFIELD & SON,G0772R208,0001653242,11,12,13921.5750
A,USD,STD,BANK,C,WCCB,2019-12-31,264628,WEST COAST COMMUNITY BANCORP,952170108,,19,12,1070.9830
A,USD,STD,BANK,C,CZWI,2019-12-31,266160,CITIZENS COMMUNITY BANCORP,174903104,0001367859,14,12,1531.2490
A,USD,STD,BANK,C,BSBR,2019-12-31,285313,BANCO SANTANDER BRASIL  -ADR,05967A107,0001471055,11,12,189628.6860
A,USD,STD,BANK,C,IFS,2019-12-31,285333,INTERCORP FINANCIAL SVCS INC,P5626F128,0001615903,11,12,21601.6180
